Date,Worker,Company,Hours,"Rate per Hour",Taxable,Status,"Shift Type","Paid At"
2023-05-09,"Joshua Harris","Richards Ltd",9,£11,Yes,Pending,Day,
2023-05-09,"Mia Kelly","Hughes Ltd",7,£19.92,Yes,Complete,Day,"2023-05-14 02:27:29"
2023-05-09,"Kelly Edwards","Smith Ltd",8,£16,Yes,Pending,Day,
2023-05-09,"Oliver Butler","Smith Ltd",6,£14,No,Complete,Day,"2023-05-12 12:03:12"
2023-05-09,"Megan Bell","Clarke Ltd",10,£12.78,No,Processing,Day,
2023-05-09,"Candice Wright","Harris Ltd",2,£13,Yes,Failed,Day,
2023-05-09,"Megan Bell","Davies Ltd",9,£18,Yes,Complete,Day,"2023-05-29 11:05:50"
2023-05-09,"Oliver Butler","Holmes Ltd",4,£18.27,Yes,Complete,Day,"2023-05-18 20:06:33"
2023-05-09,"Megan Bell","Bennett Ltd",7,£19.43,Yes,Complete,Night,"2023-05-25 22:36:45"
2023-05-09,"Eden Parker","Murray Ltd",16,£13,Yes,Complete,Day,"2023-05-21 00:45:28"
2023-05-09,"Joshua Harris","Ward Ltd",2,£17,Yes,Complete,Day,"2023-05-12 11:03:57"
2023-05-09,"Kelly Edwards","Clark Ltd",11,£19.72,No,Complete,Day,"2023-05-16 09:12:10"
2023-05-09,"Emily Cooper","Richards Ltd",13,£14.61,Yes,Complete,Day,"2023-05-24 13:20:43"
2023-05-09,"Eden Parker","Knight Ltd",3,£16.57,Yes,Complete,Night,"2023-05-22 03:15:46"
2023-05-09,"Abigail Lewis","Moore Ltd",7,£14,Yes,Pending,Day,
2023-05-09,"Megan Bell","Stewart Ltd",1,£18,Yes,Pending,Day,
2023-05-09,"Bradley Brown","Jackson Ltd",11,£13.06,Yes,Pending,Night,
2023-05-09,"Sophia Murray","Griffiths Ltd",10,£19,Yes,Complete,Day,"2023-05-26 14:24:56"
2023-05-09,"Megan Bell","Taylor Ltd",10,£10,Yes,Complete,Day,"2023-05-25 09:05:31"
2023-05-09,"Will Wilson","Young Ltd",9,£14,Yes,Processing,Day,
2023-05-09,"Michael Bennett","Chapman Ltd",15,£18,Yes,Complete,Day,"2023-05-29 05:43:02"
2023-05-09,"Eden Graham","Robertson Ltd",16,£10,Yes,Complete,Day,"2023-05-12 10:04:29"
2023-05-09,"Isobel Stevens","Cook Ltd",12,£16,Yes,Complete,Day,"2023-05-11 12:26:54"
2023-05-09,"Abigail Lewis","Parker Ltd",15,£17.07,Yes,Complete,Night,"2023-06-02 07:26:03"
2023-05-09,"Bruce Rogers","Cox Ltd",16,£14,Yes,Complete,Day,"2023-05-21 21:51:46"
2023-05-09,"Poppy Hill","Moore Ltd",7,£18,Yes,Pending,Day,
2023-05-09,"Candice Wright","Lee Ltd",5,£16,Yes,Failed,Day,
2023-05-09,"Dale Khan","Parker Ltd",3,£14.37,Yes,Complete,Day,"2023-05-26 11:14:15"
2023-05-10,"Michael Bennett","Robertson Ltd",12,£10,Yes,Complete,Day,"2023-05-21 18:19:12"
2023-05-10,"Freya Cox","Ward Ltd",4,£16.97,Yes,Pending,Day,
2023-05-10,"Leo Murray","Chapman Ltd",13,£10,Yes,Processing,Day,
2023-05-10,"Mia Kelly","James Ltd",8,£17,Yes,Complete,Day,"2023-05-10 19:32:47"
2023-05-10,"Kelly Edwards","Griffiths Ltd",8,£13,Yes,Pending,Day,
2023-05-10,"Candice Wright","Harris Ltd",12,£11,Yes,Processing,Holiday,
2023-05-10,"Isobel Stevens","Graham Ltd",10,£12,Yes,Complete,Holiday,"2023-05-10 04:14:38"
2023-05-10,"Kimberly Richards","Rogers Ltd",13,£10,No,Complete,Day,"2023-05-29 03:27:21"
2023-05-10,"Freya Patel","Cooper Ltd",16,£17.28,Yes,Processing,Day,
2023-05-10,"Charles Hunt","Anderson Ltd",16,£16,No,Complete,Day,"2023-05-19 15:17:45"
2023-05-10,"Kirsten Cox","Simpson Ltd",10,£16.48,Yes,Complete,Day,"2023-05-28 17:04:42"
2023-05-10,"Mohammed Simpson","Stewart Ltd",14,£13,Yes,Pending,Night,
2023-05-10,"Freya Cox","Hughes Ltd",10,£12,Yes,Pending,Day,
2023-05-10,"Eden Parker","Hughes Ltd",14,£12,Yes,Complete,Day,"2023-05-21 23:13:56"
2023-05-10,"Megan Bell","Murray Ltd",8,£14.14,Yes,Processing,Day,
2023-05-10,"Louis Williams","Shaw Ltd",10,£16,No,Pending,Day,
2023-05-10,"Kelly Edwards","Baker Ltd",3,£11.66,Yes,Complete,Day,"2023-06-01 22:51:28"
2023-05-10,"Elliot Saunders","Powell Ltd",16,£11,Yes,Pending,Day,
2023-05-10,"Mohammed Simpson","Baker Ltd",16,£18.19,Yes,Complete,Day,"2023-05-25 21:31:01"
2023-05-10,"Leo Murray","Thompson Ltd",3,£12,Yes,Pending,Night,
2023-05-10,"Bradley Brown","Young Ltd",15,£19,Yes,Complete,Day,"2023-05-30 01:53:29"
2023-05-10,"Louis Williams","Clarke Ltd",14,£14,No,Processing,Day,
2023-05-10,"Kelly Edwards","Murray Ltd",5,£11.19,Yes,Complete,Day,"2023-05-13 15:36:22"
2023-05-10,"Oliver Butler","Shaw Ltd",15,£19.27,Yes,Pending,Night,
2023-05-10,"Sebastian James","Chapman Ltd",4,£13,Yes,Complete,Day,"2023-06-01 01:24:11"
2023-05-10,"Dale Chapman","Thompson Ltd",16,£12,No,Complete,Day,"2023-05-21 10:27:23"
2023-05-10,"Kelly Edwards","Thompson Ltd",10,£16,Yes,Complete,Day,"2023-05-14 06:34:10"
2023-05-10,"Jason Kelly","Rogers Ltd",13,£14,Yes,Processing,Day,
2023-05-10,"Michael Bennett","Young Ltd",10,£19.33,Yes,Failed,Day,
2023-05-10,"Shannon Lee","Fox Ltd",3,£20,Yes,Complete,Day,"2023-05-18 13:21:01"
2023-05-10,"Poppy Hill","Williams Ltd",12,£13.64,Yes,Processing,Day,
2023-05-10,"Freya Cox","James Ltd",1,£12.94,Yes,Complete,Day,"2023-05-11 08:01:44"
2023-05-10,"Poppy Hill","Graham Ltd",12,£14.76,No,Pending,Day,
2023-05-10,"Freya Patel","Chapman Ltd",1,£18,Yes,Complete,Day,"2023-05-21 06:02:55"
2023-05-10,"Oliver Butler","Turner Ltd",8,£16,Yes,Complete,Day,"2023-05-13 14:44:21"
2023-05-10,"Isobel Stevens","Ross Ltd",2,£14.69,Yes,Pending,Day,
2023-05-10,"Oliver Butler","Cook Ltd",13,£10,Yes,Complete,Day,"2023-05-20 23:12:01"
2023-05-10,"Eden Graham","Harris Ltd",1,£18.66,Yes,Processing,Day,
2023-05-10,"Elliot Saunders","Shaw Ltd",1,£17.39,Yes,Pending,Night,
2023-05-10,"Freya Cox","Cook Ltd",3,£12,Yes,Failed,Day,
2023-05-10,"Dale Chapman","Murray Ltd",10,£13,No,Complete,Day,"2023-05-12 04:58:26"
2023-05-10,"Freya Cox","Griffiths Ltd",4,£20,Yes,Complete,Day,"2023-05-22 03:32:13"
2023-05-10,"Michael Bennett","Hughes Ltd",6,£12.16,Yes,Pending,Holiday,
2023-05-10,"Linda Powell","Williams Ltd",5,£10,Yes,Complete,Day,"2023-05-10 10:36:32"
2023-05-10,"Charles Hunt","Young Ltd",11,£17,Yes,Pending,Night,
2023-05-10,"Charles Hunt","Wilson Ltd",14,£15,Yes,Complete,Day,"2023-05-27 05:29:00"
2023-05-10,"Eden Parker","Harris Ltd",8,£15,No,Pending,Day,
2023-05-10,"Isobel Stevens","Griffiths Ltd",13,£10,Yes,Complete,Day,"2023-05-24 21:04:38"
2023-05-10,"Shannon Lee","Harris Ltd",5,£11,Yes,Complete,Night,"2023-05-18 08:25:31"
2023-05-10,"Sarah Butler","Williams Ltd",6,£17,Yes,Complete,Day,"2023-05-14 22:58:05"
2023-05-10,"Dale Khan","Thompson Ltd",7,£19,Yes,Pending,Day,
2023-05-10,"Will Wilson","Cook Ltd",4,£15.71,Yes,Complete,Day,"2023-05-16 06:29:32"
2023-05-10,"Freddie Scott","Smith Ltd",1,£14,Yes,Pending,Day,
2023-05-10,"Sophia Murray","Clark Ltd",7,£17,Yes,Complete,Day,"2023-05-30 06:36:44"
2023-05-10,"Mary Jones","Morgan Ltd",16,£18.22,No,Failed,Day,
2023-05-10,"Sebastian James","Jackson Ltd",11,£14.52,Yes,Pending,Day,
2023-05-10,"Sophia Murray","Cook Ltd",12,£10.32,Yes,Complete,Day,"2023-05-23 21:22:03"
2023-05-10,"Bruce Rogers","Cook Ltd",4,£17.31,Yes,Pending,Night,
2023-05-10,"Leo Murray","Cook Ltd",5,£17,No,Complete,Night,"2023-05-18 14:25:51"
2023-05-10,"Elliot Saunders","Turner Ltd",15,£12,Yes,Complete,Day,"2023-05-30 20:45:45"
2023-05-10,"Elliot Saunders","Brown Ltd",10,£14,Yes,Complete,Day,"2023-05-13 20:38:49"
2023-05-10,"Sofia Palmer","Cox Ltd",14,£15,Yes,Pending,Day,
2023-05-10,"Will Wilson","Smith Ltd",9,£19.7,Yes,Complete,Day,"2023-05-31 13:21:00"
2023-05-10,"Leo Murray","Moore Ltd",12,£16,Yes,Pending,Day,
2023-05-10,"Sophia Murray","Thompson Ltd",11,£20,No,Pending,Day,
2023-05-10,"Candice Wright","Chapman Ltd",10,£14,Yes,Complete,Day,"2023-05-16 07:58:20"
2023-05-10,"Kimberly Richards","Thompson Ltd",4,£18,Yes,Pending,Day,
2023-05-10,"Elliot Saunders","Cooper Ltd",12,£11,Yes,Complete,Night,"2023-05-28 11:09:32"
2023-05-10,"Freya Cox","Rogers Ltd",15,£14,Yes,Complete,Night,"2023-05-14 05:44:59"
2023-05-10,"Eden Parker","Cooper Ltd",4,£16,Yes,Pending,Day,
2023-05-10,"Kelly Edwards","Murray Ltd",3,£14.93,Yes,Processing,Day,
2023-05-10,"Dale Chapman","Robertson Ltd",11,£15,Yes,Complete,Day,"2023-05-28 19:04:53"
2023-05-10,"Louis Williams","Harris Ltd",10,£11,Yes,Complete,Day,"2023-05-11 04:05:59"
2023-05-10,"Mary Bell","Davis Ltd",10,£17,Yes,Pending,Day,
2023-05-10,"Mary Jones","Bailey Ltd",5,£17,Yes,Pending,Day,
2023-05-10,"Mohammed Simpson","Parker Ltd",5,£15.4,Yes,Pending,Day,
2023-05-10,"Megan Bell","Holmes Ltd",7,£10,Yes,Pending,Day,
2023-05-10,"Isobel Stevens","Young Ltd",11,£18.03,No,Complete,Day,"2023-05-16 09:40:02"
2023-05-10,"Candice Wright","Murray Ltd",16,£17,Yes,Pending,Night,
2023-05-10,"Dale Chapman","Young Ltd",2,£18,Yes,Complete,Day,"2023-05-24 01:24:57"
2023-05-10,"Mason Richards","Young Ltd",14,£13.74,Yes,Processing,Day,
2023-05-10,"Megan Bell","Davies Ltd",10,£11,Yes,Complete,Day,"2023-05-14 02:59:36"
2023-05-10,"Sarah Butler","Bailey Ltd",1,£14,Yes,Complete,Night,"2023-05-19 18:40:00"
2023-05-10,"Leo Murray","Mason Ltd",4,£11,Yes,Complete,Day,"2023-05-26 08:02:42"
2023-05-10,"Oliver Butler","Hughes Ltd",6,£18,Yes,Complete,Day,"2023-05-30 08:49:56"
2023-05-10,"Sofia Palmer","Turner Ltd",13,£14.58,Yes,Pending,Day,
2023-05-10,"Mary Jones","Knight Ltd",13,£11,No,Failed,Day,
2023-05-10,"Elliot Saunders","Murray Ltd",8,£12,Yes,Pending,Night,
2023-05-10,"Candice Wright","Holmes Ltd",13,£17.9,Yes,Complete,Day,"2023-05-22 00:37:13"
2023-05-10,"Oliver Butler","Parker Ltd",15,£18,Yes,Complete,Day,"2023-05-19 00:52:08"
2023-05-10,"Elliot Saunders","Turner Ltd",14,£17.62,Yes,Pending,Night,
2023-05-10,"Kirsten Cox","Turner Ltd",5,£17,Yes,Complete,Night,"2023-05-26 12:27:30"
2023-05-10,"Dale Chapman","Clarke Ltd",10,£15.73,Yes,Complete,Day,"2023-06-01 00:33:51"
2023-05-10,"Elliott Jackson","Harris Ltd",15,£11,Yes,Pending,Day,
2023-05-10,"Leo Murray","Murray Ltd",11,£18,Yes,Complete,Day,"2023-05-18 05:54:14"
2023-05-10,"Mary Jones","Baker Ltd",14,£18.49,No,Complete,Day,"2023-06-01 05:26:57"
2023-05-10,"Shannon Lee","Khan Ltd",8,£20,Yes,Complete,Day,"2023-05-30 16:45:14"
2023-05-10,"Freya Cox","Graham Ltd",10,£11.82,Yes,Complete,Day,"2023-05-21 21:34:45"
2023-05-10,"Kirsten Cox","Harris Ltd",4,£14.73,Yes,Complete,Day,"2023-05-28 02:28:17"
2023-05-10,"Kelly Edwards","James Ltd",3,£14,No,Complete,Day,"2023-05-31 10:39:16"
2023-05-10,"Isabel Baker","Fox Ltd",4,£17.94,Yes,Pending,Day,
2023-05-10,"Freya Cox","Cook Ltd",11,£14.26,No,Processing,Day,
2023-05-10,"Eden Parker","Richards Ltd",3,£14,Yes,Complete,Day,"2023-05-26 13:23:34"
2023-05-10,"Mohammed Simpson","Thompson Ltd",13,£10,Yes,Complete,Night,"2023-05-31 15:08:04"
2023-05-10,"Mary Bell","Simpson Ltd",13,£13.14,Yes,Complete,Day,"2023-06-01 13:01:54"
2023-05-10,"Poppy Hill","Fox Ltd",2,£11,Yes,Pending,Day,
2023-05-10,"Bruce Rogers","Brown Ltd",15,£14,No,Pending,Day,
2023-05-10,"Leo Murray","Smith Ltd",9,£15,Yes,Complete,Day,"2023-05-29 14:11:15"
2023-05-10,"Megan Bell","Wilson Ltd",1,£19,Yes,Pending,Day,
2023-05-10,"Joshua Harris","Thompson Ltd",5,£15,Yes,Pending,Day,
2023-05-10,"Elliott Jackson","Ward Ltd",1,£15,Yes,Complete,Day,"2023-05-11 11:36:06"
2023-05-10,"Linda Powell","Khan Ltd",9,£11,Yes,Pending,Day,
2023-05-10,"Shannon Lee","Butler Ltd",1,£15.26,Yes,Complete,Day,"2023-06-01 00:37:44"
2023-05-10,"Freya Patel","Holmes Ltd",8,£20,Yes,Complete,Day,"2023-05-17 16:27:04"
2023-05-10,"Joshua Harris","Cox Ltd",4,£20,No,Complete,Day,"2023-05-25 00:42:26"
2023-05-10,"Linda Powell","Rose Ltd",11,£19.14,Yes,Complete,Day,"2023-05-17 13:21:51"
2023-05-10,"Joshua Harris","Holmes Ltd",9,£18.15,Yes,Complete,Day,"2023-05-12 18:24:21"
2023-05-10,"Sarah Butler","Shaw Ltd",1,£13.44,No,Complete,Night,"2023-05-13 08:23:32"
2023-05-10,"Bruce Rogers","Cooper Ltd",13,£16,Yes,Complete,Day,"2023-05-22 17:24:52"
2023-05-10,"Dale Chapman","Murray Ltd",1,£16.22,Yes,Pending,Day,
2023-05-10,"Shannon Lee","Brown Ltd",10,£18,Yes,Failed,Day,
2023-05-10,"Leo Murray","Jackson Ltd",14,£20,No,Pending,Day,
2023-05-10,"Mason Richards","Butler Ltd",14,£17,Yes,Complete,Night,"2023-05-15 14:12:46"
2023-05-10,"Kelly Edwards","Saunders Ltd",14,£14.78,Yes,Failed,Day,
2023-05-10,"Isabel Baker","Robertson Ltd",4,£15,Yes,Complete,Night,"2023-05-25 06:46:07"
2023-05-10,"Bruce Rogers","Phillips Ltd",2,£10,Yes,Pending,Day,
2023-05-10,"Freya Cox","Chapman Ltd",14,£11.64,No,Complete,Day,"2023-05-29 13:06:42"
2023-05-10,"Poppy Hill","Lee Ltd",2,£11,Yes,Pending,Day,
2023-05-10,"Isabel Baker","Mason Ltd",4,£19,Yes,Complete,Day,"2023-05-30 07:55:00"
2023-05-10,"Freya Cox","Davis Ltd",5,£12.05,Yes,Failed,Day,
2023-05-10,"Sarah Butler","Chapman Ltd",12,£20,Yes,Pending,Night,
2023-05-10,"Candice Wright","Bailey Ltd",4,£12,Yes,Complete,Day,"2023-05-28 02:59:15"
2023-05-10,"Kimberly Richards","Hughes Ltd",5,£14,Yes,Complete,Day,"2023-05-25 12:02:55"
2023-05-10,"Sofia Palmer","Young Ltd",10,£11,Yes,Failed,Day,
2023-05-10,"Dale Khan","Griffiths Ltd",13,£13.94,Yes,Processing,Night,
2023-05-10,"Eden Graham","Miller Ltd",1,£13,Yes,Complete,Day,"2023-05-25 03:24:23"
2023-05-10,"Mohammed Simpson","Davies Ltd",7,£11,Yes,Failed,Day,
2023-05-10,"Isabel Baker","Stewart Ltd",2,£12.34,Yes,Pending,Night,
2023-05-10,"Will Wilson","Moore Ltd",4,£15.24,No,Failed,Day,
2023-05-10,"Abigail Lewis","Hughes Ltd",8,£13,Yes,Complete,Night,"2023-05-10 05:35:03"
2023-05-10,"Isabella Reid","Cox Ltd",9,£14,Yes,Pending,Day,
2023-05-10,"Dale Chapman","Griffiths Ltd",8,£16,Yes,Complete,Night,"2023-05-23 23:13:18"
2023-05-10,"Joshua Harris","Turner Ltd",5,£16,Yes,Complete,Day,"2023-05-17 01:53:51"
2023-05-10,"Megan Bell","Simpson Ltd",5,£18,Yes,Complete,Day,"2023-05-31 20:14:52"
2023-05-10,"Dale Khan","Clark Ltd",14,£13,Yes,Complete,Day,"2023-05-29 20:42:04"
2023-05-10,"Freya Cox","Clark Ltd",10,£18,Yes,Complete,Day,"2023-05-13 03:43:03"
2023-05-10,"Sofia Palmer","Thompson Ltd",9,£13.83,Yes,Pending,Night,
2023-05-10,"Sebastian James","Thomas Ltd",12,£15.93,Yes,Pending,Day,
2023-05-10,"Michael Bennett","Bennett Ltd",5,£16,Yes,Complete,Day,"2023-05-19 08:15:02"
2023-05-10,"Joshua Harris","Rogers Ltd",8,£10,Yes,Complete,Day,"2023-05-14 05:52:55"
2023-05-10,"Oliver Butler","Murray Ltd",13,£18,Yes,Pending,Day,
2023-05-11,"Bruce Rogers","Hughes Ltd",3,£11.46,Yes,Complete,Day,"2023-05-24 05:36:49"
2023-05-11,"Kelly Edwards","Campbell Ltd",5,£17,No,Complete,Day,"2023-05-22 16:31:48"
2023-05-11,"Mary Jones","Ward Ltd",6,£12,Yes,Pending,Day,
2023-05-11,"Candice Wright","Butler Ltd",1,£14,Yes,Pending,Day,
2023-05-11,"Abigail Lewis","Baker Ltd",2,£11,Yes,Complete,Day,"2023-05-11 01:13:47"
2023-05-11,"Kirsten Cox","Knight Ltd",7,£13,Yes,Complete,Day,"2023-05-30 18:24:44"
2023-05-11,"Sebastian James","Smith Ltd",7,£13.13,Yes,Complete,Day,"2023-05-18 15:12:40"
2023-05-11,"Sebastian James","Cook Ltd",5,£10.66,No,Complete,Night,"2023-05-12 10:37:33"
2023-05-11,"Elliot Saunders","Griffiths Ltd",11,£19,Yes,Complete,Day,"2023-05-31 14:59:33"
2023-05-11,"Michael Bennett","Chapman Ltd",14,£12.73,Yes,Pending,Night,
2023-05-11,"Dale Chapman","James Ltd",11,£15,Yes,Complete,Day,"2023-05-16 12:58:37"
2023-05-11,"Dale Chapman","Cox Ltd",14,£18.7,Yes,Failed,Day,
2023-05-11,"Louis Williams","White Ltd",2,£14,No,Complete,Day,"2023-05-19 12:47:31"
2023-05-11,"Dale Chapman","Holmes Ltd",16,£17.92,Yes,Complete,Day,"2023-05-18 06:30:42"
2023-05-11,"Eden Parker","Mason Ltd",1,£18.13,No,Complete,Day,"2023-05-16 15:30:41"
2023-05-11,"Will Wilson","Turner Ltd",10,£18.56,Yes,Pending,Day,
2023-05-11,"Freya Patel","James Ltd",13,£12,Yes,Pending,Day,
2023-05-11,"Kirsten Cox","Shaw Ltd",5,£13,Yes,Pending,Day,
2023-05-11,"Poppy Hill","Clarke Ltd",13,£19,Yes,Complete,Day,"2023-05-26 06:58:08"
2023-05-11,"Sofia Palmer","Clark Ltd",14,£18,Yes,Complete,Day,"2023-05-28 16:03:40"
2023-05-11,"Elliot Saunders","Clarke Ltd",2,£14,Yes,Pending,Day,
2023-05-11,"Mary Jones","Jackson Ltd",12,£11,Yes,Pending,Day,
2023-05-11,"Isabella Reid","Stewart Ltd",5,£11,Yes,Complete,Day,"2023-06-01 06:20:42"
2023-05-11,"Mohammed Simpson","Shaw Ltd",9,£18,Yes,Complete,Night,"2023-05-20 14:04:58"
2023-05-11,"Freya Cox","Stewart Ltd",9,£10,Yes,Complete,Day,"2023-05-27 02:51:18"
2023-05-11,"Kirsten Cox","Cox Ltd",9,£14.57,Yes,Pending,Day,
2023-05-11,"Sofia Palmer","Holmes Ltd",8,£14,Yes,Pending,Day,
2023-05-11,"Gary O'Neil","Baker Ltd",6,£17,Yes,Pending,Day,
2023-05-11,"Sebastian James","Graham Ltd",1,£12,Yes,Pending,Day,
2023-05-11,"Kelly Edwards","Turner Ltd",6,£14,No,Complete,Day,"2023-05-21 17:14:55"
2023-05-11,"Mary Bell","Shaw Ltd",1,£20,Yes,Complete,Day,"2023-05-17 10:47:41"
2023-05-11,"Kimberly Richards","Richards Ltd",1,£13,Yes,Complete,Day,"2023-05-31 04:44:10"
2023-05-11,"Poppy Hill","Bailey Ltd",8,£13,No,Complete,Day,"2023-05-18 04:55:58"
2023-05-11,"Kelly Edwards","Bennett Ltd",15,£12,Yes,Pending,Day,
2023-05-11,"Oliver Butler","Moore Ltd",13,£15.66,Yes,Complete,Day,"2023-05-22 21:35:46"
2023-05-11,"Sofia Palmer","Butler Ltd",14,£15,No,Complete,Day,"2023-05-24 00:54:16"
2023-05-11,"Linda Powell","Baker Ltd",16,£13.23,Yes,Complete,Day,"2023-05-23 00:56:35"
2023-05-11,"Mary Jones","Davis Ltd",11,£11,Yes,Pending,Night,
2023-05-11,"Dale Chapman","Murray Ltd",11,£12,Yes,Complete,Day,"2023-05-14 10:30:31"
2023-05-11,"Shannon Lee","Murray Ltd",16,£10,No,Complete,Day,"2023-05-14 10:36:54"
2023-05-11,"Eden Parker","Mason Ltd",13,£12.93,Yes,Complete,Holiday,"2023-05-22 14:45:30"
2023-05-11,"Dale Chapman","Shaw Ltd",7,£12.65,Yes,Complete,Night,"2023-05-29 20:49:16"
2023-05-11,"Dale Chapman","Cooper Ltd",1,£12,Yes,Complete,Day,"2023-05-30 00:38:59"
2023-05-11,"Will Wilson","Richardson Ltd",13,£14,Yes,Pending,Day,
2023-05-11,"Elliot Saunders","Phillips Ltd",8,£12.6,Yes,Pending,Day,
2023-05-11,"Oliver Butler","Morgan Ltd",13,£12,Yes,Complete,Day,"2023-05-24 22:38:33"
2023-05-11,"Joshua Harris","Davis Ltd",10,£15,Yes,Pending,Day,
2023-05-11,"Mohammed Simpson","Shaw Ltd",7,£18.77,Yes,Complete,Day,"2023-05-13 21:01:21"
2023-05-11,"Isobel Stevens","Jackson Ltd",2,£16.92,Yes,Pending,Day,
2023-05-11,"Eden Parker","Taylor Ltd",2,£16,Yes,Complete,Day,"2023-05-26 05:03:48"
2023-05-11,"Sarah Butler","Rogers Ltd",1,£11,No,Failed,Day,
2023-05-11,"Sebastian James","Jackson Ltd",5,£20,No,Complete,Day,"2023-05-28 07:03:49"
2023-05-11,"Elliott Jackson","Harris Ltd",10,£14,No,Complete,Night,"2023-05-25 10:55:02"
2023-05-11,"Sebastian James","Morgan Ltd",4,£11,No,Pending,Day,
2023-05-11,"Leo Murray","Smith Ltd",14,£14.1,No,Pending,Day,
2023-05-11,"Gary O'Neil","Young Ltd",3,£15,Yes,Processing,Day,
2023-05-11,"Charles Hunt","Chapman Ltd",16,£14,Yes,Complete,Day,"2023-05-16 23:15:20"
2023-05-11,"Eden Graham","Campbell Ltd",5,£20,Yes,Complete,Day,"2023-05-21 09:14:02"
2023-05-11,"Mohammed Simpson","Mason Ltd",15,£11.12,Yes,Processing,Day,
2023-05-11,"Freya Patel","Harris Ltd",9,£17.55,No,Complete,Day,"2023-05-27 10:07:23"
2023-05-11,"Megan Bell","Richards Ltd",10,£18,Yes,Pending,Holiday,
2023-05-11,"Mary Bell","Phillips Ltd",14,£16,Yes,Complete,Day,"2023-05-21 09:24:09"
2023-05-11,"Oliver Butler","Fox Ltd",3,£18,Yes,Complete,Day,"2023-05-23 21:00:23"
2023-05-11,"Mary Jones","Smith Ltd",9,£12,Yes,Pending,Day,
2023-05-11,"Michael Bennett","Smith Ltd",10,£14,Yes,Pending,Day,
2023-05-11,"Mohammed Simpson","Davies Ltd",4,£16,Yes,Complete,Day,"2023-05-31 04:37:54"
2023-05-11,"Eden Parker","Powell Ltd",12,£18,Yes,Pending,Night,
2023-05-11,"Mary Bell","Jackson Ltd",14,£17,Yes,Complete,Day,"2023-05-29 21:31:44"
2023-05-11,"Eden Graham","Harris Ltd",8,£18,Yes,Complete,Day,"2023-05-25 18:26:59"
2023-05-11,"Freya Cox","Baker Ltd",3,£20,No,Complete,Day,"2023-05-20 13:27:30"
2023-05-11,"Mary Bell","Murray Ltd",10,£11,No,Complete,Day,"2023-05-22 12:32:58"
2023-05-11,"Mary Jones","Cooper Ltd",7,£17.28,Yes,Complete,Day,"2023-05-30 10:40:20"
2023-05-11,"Freya Cox","Miller Ltd",9,£16,Yes,Complete,Night,"2023-06-01 21:23:24"
2023-05-11,"Kimberly Richards","Anderson Ltd",10,£19.41,Yes,Pending,Day,
2023-05-11,"Linda Powell","Cooper Ltd",14,£15,Yes,Complete,Day,"2023-06-01 11:26:44"
2023-05-11,"Sophia Murray","Saunders Ltd",8,£16,Yes,Complete,Day,"2023-05-26 09:12:20"
2023-05-11,"Isabella Reid","James Ltd",11,£14.99,Yes,Complete,Night,"2023-05-19 10:34:55"
2023-05-11,"Abigail Lewis","Hughes Ltd",10,£14,Yes,Complete,Night,"2023-05-13 11:51:06"
2023-05-11,"Kimberly Richards","Jackson Ltd",10,£19,Yes,Pending,Day,
2023-05-11,"Shannon Lee","Taylor Ltd",16,£14,Yes,Processing,Day,
2023-05-11,"Kirsten Cox","Parker Ltd",13,£14,Yes,Pending,Day,
2023-05-11,"Megan Bell","Carter Ltd",10,£16.97,Yes,Complete,Day,"2023-05-12 13:03:28"
2023-05-11,"Eden Parker","Smith Ltd",15,£12.01,No,Complete,Day,"2023-05-19 19:28:01"
2023-05-11,"Abigail Lewis","Robertson Ltd",6,£19,Yes,Pending,Day,
2023-05-11,"Elliot Saunders","Bailey Ltd",14,£15.89,No,Complete,Day,"2023-05-15 09:46:35"
2023-05-11,"Freya Cox","Robertson Ltd",3,£20,Yes,Complete,Day,"2023-05-30 02:55:24"
2023-05-11,"Elliot Saunders","James Ltd",4,£16,Yes,Pending,Day,
2023-05-11,"Sarah Butler","Davis Ltd",8,£14,Yes,Complete,Day,"2023-05-15 05:04:14"
2023-05-11,"Mia Kelly","Wilson Ltd",2,£18.45,No,Complete,Day,"2023-05-22 14:37:52"
2023-05-11,"Candice Wright","Chapman Ltd",2,£12,Yes,Complete,Day,"2023-05-28 22:41:53"
2023-05-11,"Michael Bennett","Clarke Ltd",11,£14.88,Yes,Complete,Day,"2023-05-11 11:41:39"
2023-05-11,"Isabel Baker","Griffiths Ltd",12,£19.43,No,Complete,Day,"2023-05-25 20:25:23"
2023-05-11,"Isobel Stevens","Harris Ltd",4,£19,Yes,Pending,Night,
2023-05-11,"Linda Powell","Richards Ltd",2,£14,Yes,Pending,Day,
2023-05-11,"Isobel Stevens","Graham Ltd",1,£15.88,Yes,Complete,Day,"2023-05-18 04:48:20"
2023-05-11,"Candice Wright","Mason Ltd",4,£12.02,Yes,Complete,Day,"2023-05-14 10:54:44"
2023-05-11,"Isabel Baker","Brown Ltd",10,£14.76,Yes,Complete,Day,"2023-05-17 20:43:29"
2023-05-11,"Abigail Lewis","Ross Ltd",10,£20,Yes,Complete,Day,"2023-06-02 08:54:18"
2023-05-11,"Charles Hunt","Cook Ltd",7,£11,No,Pending,Day,
2023-05-11,"Kirsten Cox","Baker Ltd",14,£10,Yes,Pending,Day,
2023-05-11,"Sarah Butler","Smith Ltd",12,£14,Yes,Complete,Night,"2023-05-24 23:12:23"
